,tenure,TotalCharges,OnlineSecurity,OnlineBackup,TechSupport,Contract,Churn
939,15,320.45,No internet service,No internet service,No internet service,Month-to-month,No
6738,1,20.35,No internet service,No internet service,No internet service,Month-to-month,No
4573,72,1432.55,No internet service,No internet service,No internet service,Two year,No
2147,18,348.8,No internet service,No internet service,No internet service,Month-to-month,No
3591,2,181.65,Yes,Yes,Yes,Month-to-month,Yes
5564,35,1924.1,Yes,No,No,Two year,No
6786,11,501.0,Yes,No,No,Month-to-month,Yes
5920,26,2006.1,No,No,No,Month-to-month,No
3623,37,2575.45,No,No,No,Month-to-month,No
529,56,5706.3,No,Yes,Yes,Two year,No
3714,69,4069.9,Yes,Yes,No,Two year,No
4732,71,1397.3,No internet service,No internet service,No internet service,Two year,No
1269,62,7159.05,Yes,Yes,Yes,Two year,No
4281,50,1782.4,Yes,Yes,No,Month-to-month,No
1394,62,6840.95,No,Yes,Yes,One year,No
4850,54,5299.65,Yes,Yes,No,One year,No
4009,63,5309.5,Yes,Yes,Yes,Two year,No
4390,22,1271.8,Yes,Yes,Yes,Month-to-month,No
1797,30,578.5,No internet service,No internet service,No internet service,Two year,No
2979,57,3035.8,No,No,Yes,One year,No
1441,58,5458.8,No,Yes,No,One year,No
5263,55,2479.05,Yes,Yes,No,Month-to-month,No
6860,37,3545.35,No,Yes,No,Month-to-month,Yes
3811,2,87.3,Yes,No,Yes,Month-to-month,No
1273,49,4159.45,Yes,Yes,No,Month-to-month,No
4703,24,1772.25,Yes,No,No,Month-to-month,Yes
1712,29,1620.2,No,Yes,No,One year,No
955,1,44.7,No,No,No,Month-to-month,Yes
5209,72,7852.4,Yes,Yes,Yes,Two year,No
5626,11,733.95,Yes,No,No,Month-to-month,No
6223,7,506.9,No,No,No,Month-to-month,Yes
6465,59,1286.0,No internet service,No internet service,No internet service,Two year,No
403,68,3848.8,Yes,No,Yes,One year,No
2071,67,6302.8,No,Yes,Yes,Two year,No
6687,2,172.85,No,No,No,Month-to-month,Yes
1977,31,2845.15,No,Yes,No,Month-to-month,No
158,16,1024.0,Yes,No,No,Two year,No
3888,1,80.15,No,No,No,Month-to-month,Yes
902,17,1625.65,Yes,No,No,Month-to-month,Yes
352,7,574.35,No,No,No,Month-to-month,No
4540,1,20.95,No internet service,No internet service,No internet service,Month-to-month,No
4130,10,374.0,No,Yes,Yes,Month-to-month,No
754,2,190.5,Yes,Yes,No,Month-to-month,No
2971,59,5194.05,Yes,Yes,Yes,Two year,No
7008,3,256.25,No,No,No,Month-to-month,Yes
2920,72,6155.4,Yes,Yes,Yes,Two year,No
311,22,1886.25,Yes,No,Yes,Month-to-month,No
4644,13,610.75,No,No,Yes,Month-to-month,No
661,10,428.7,No,No,No,Month-to-month,No
1989,35,1662.05,Yes,No,Yes,Two year,No
3665,71,6994.6,Yes,Yes,No,Two year,No
306,32,2303.35,No,No,No,Month-to-month,Yes
2335,5,274.35,Yes,No,No,Month-to-month,No
4790,31,2633.4,No,No,No,Month-to-month,No
2356,46,2065.15,No,No,No,Month-to-month,No
3702,20,1520.9,Yes,No,No,Month-to-month,Yes
3804,10,797.25,No,Yes,No,Month-to-month,No
1927,47,5118.95,No,No,Yes,Month-to-month,Yes
6330,23,2044.95,No,No,No,Month-to-month,No
3427,21,1948.35,No,No,No,Month-to-month,No
749,63,5817.0,No,No,Yes,One year,No
3638,2,115.1,No,Yes,No,Month-to-month,Yes
6041,5,109.6,No internet service,No internet service,No internet service,Month-to-month,No
1266,4,303.7,Yes,No,No,Month-to-month,No
5343,52,3330.1,Yes,Yes,Yes,Two year,No
6221,26,471.85,No internet service,No internet service,No internet service,One year,No
3595,2,115.95,No,No,No,Month-to-month,Yes
2134,1,20.15,No internet service,No internet service,No internet service,Month-to-month,No
5066,44,2390.45,No,Yes,No,Two year,No
4109,2,56.35,No,No,No,Month-to-month,Yes
4969,2,52.0,No internet service,No internet service,No internet service,Month-to-month,No
4904,33,3645.5,No,Yes,No,Month-to-month,No
514,30,2852.4,Yes,Yes,Yes,Month-to-month,No
6562,14,1369.8,No,Yes,No,Month-to-month,Yes
409,1,19.6,No internet service,No internet service,No internet service,Month-to-month,Yes
5250,12,1173.55,No,No,No,Month-to-month,No
7014,41,3645.75,No,Yes,No,Month-to-month,No
6963,9,897.75,No,Yes,No,Month-to-month,No
6101,69,7467.55,Yes,No,Yes,Two year,No
207,1,79.9,No,No,No,Month-to-month,Yes
458,2,38.0,No internet service,No internet service,No internet service,Month-to-month,No
2054,2,106.55,No,No,No,Month-to-month,Yes
2430,30,1653.85,Yes,No,No,Two year,No
250,51,4619.55,Yes,Yes,No,One year,No
6013,50,5189.75,No,No,Yes,One year,No
1107,69,1641.8,No internet service,No internet service,No internet service,Two year,No
5710,70,7752.05,No,Yes,Yes,Two year,No
1713,52,3169.55,No,Yes,Yes,Month-to-month,No
3911,18,874.8,Yes,No,No,Month-to-month,Yes
715,46,4245.55,Yes,No,No,Month-to-month,No
552,55,1153.25,No internet service,No internet service,No internet service,Two year,No
1439,5,349.65,No,No,No,Month-to-month,Yes
2270,3,220.95,No,No,No,Month-to-month,Yes
3144,6,110.15,No internet service,No internet service,No internet service,Month-to-month,No
6720,70,5979.7,No,Yes,Yes,Two year,No
1925,59,4194.85,No,No,Yes,Two year,No
634,40,2236.2,Yes,No,Yes,One year,No
316,71,1355.1,No internet service,No internet service,No internet service,Two year,No
6610,5,398.55,No,No,No,Month-to-month,No
427,10,858.6,No,No,No,Month-to-month,No
5221,65,7047.5,No,Yes,No,One year,No
105,5,100.2,No,No,No,Month-to-month,No
3041,1,49.9,No,Yes,No,Month-to-month,No
4238,57,1061.6,No internet service,No internet service,No internet service,One year,No
2169,62,4985.9,Yes,No,Yes,Two year,No
1709,30,2093.9,No,No,Yes,Two year,No
89,29,1009.25,No,No,No,Month-to-month,No
2241,56,1468.9,No internet service,No internet service,No internet service,Two year,No
3174,58,2689.35,No,No,No,One year,No
5253,35,2471.25,No,No,Yes,One year,No
1949,67,6885.75,Yes,No,Yes,Two year,No
4044,70,5917.55,No,Yes,Yes,Two year,No
2848,24,1454.25,Yes,No,No,One year,No
1,34,1889.5,Yes,No,No,One year,No
4337,71,6951.15,No,Yes,No,Month-to-month,No
935,4,308.05,No,No,No,Month-to-month,No
6028,12,866.45,Yes,No,Yes,Month-to-month,Yes
2720,15,765.5,No,No,No,Month-to-month,Yes
591,46,1174.8,No internet service,No internet service,No internet service,One year,No
6852,44,2924.05,No,Yes,Yes,Month-to-month,No
2936,40,4108.15,No,Yes,No,Month-to-month,No
2448,14,1531.4,No,Yes,No,Month-to-month,Yes
1576,68,3975.9,No,Yes,Yes,One year,No
5879,33,2018.4,Yes,Yes,Yes,Two year,No
213,29,540.05,No internet service,No internet service,No internet service,One year,No
778,59,6152.3,Yes,Yes,Yes,One year,No
3496,25,1952.25,Yes,No,No,Month-to-month,No
5523,7,477.55,No,No,No,Month-to-month,No
2043,16,1043.3,No,No,No,Month-to-month,No
6382,38,2802.3,Yes,Yes,Yes,One year,No
1567,10,653.15,No,No,No,Month-to-month,No
165,69,1363.45,No internet service,No internet service,No internet service,Two year,No
4702,54,2966.95,No,Yes,No,One year,No
3566,53,4449.75,No,Yes,Yes,One year,No
5388,1,19.9,No internet service,No internet service,No internet service,Month-to-month,Yes
6692,41,3090.65,Yes,No,Yes,Month-to-month,No
2013,31,589.25,No internet service,No internet service,No internet service,One year,No
273,20,2172.05,No,Yes,Yes,Month-to-month,No
3860,19,566.1,No,No,No,Month-to-month,No
4167,50,3876.2,No,No,No,One year,No
6920,27,509.3,No internet service,No internet service,No internet service,Two year,No
3788,54,6110.2,Yes,Yes,Yes,Two year,Yes
394,42,3944.5,No,No,No,Month-to-month,No
583,1,19.0,No internet service,No internet service,No internet service,Month-to-month,No
7020,12,239.0,No internet service,No internet service,No internet service,Month-to-month,No
6526,49,5069.65,No,No,Yes,One year,Yes
6797,27,1793.25,No,No,No,Month-to-month,No
6731,24,470.2,No internet service,No internet service,No internet service,Two year,No
520,67,6989.45,No,Yes,No,One year,No
1763,2,80.95,No,No,No,Month-to-month,No
1875,72,8086.4,Yes,Yes,Yes,Two year,No
3965,52,5621.85,No,Yes,No,One year,No
3344,10,811.8,No,No,No,Month-to-month,Yes
2253,72,5360.75,Yes,Yes,Yes,Two year,No
3224,7,521.1,No,No,Yes,Month-to-month,Yes
526,72,8399.15,Yes,Yes,Yes,Two year,No
2946,51,4116.9,No,No,Yes,Month-to-month,No
4473,26,2510.7,No,No,No,Month-to-month,No
3899,52,5647.95,Yes,Yes,No,Month-to-month,No
692,47,1013.05,No internet service,No internet service,No internet service,One year,No
6652,36,689.0,No internet service,No internet service,No internet service,Two year,No
4444,3,63.75,No internet service,No internet service,No internet service,Month-to-month,Yes
3633,1,71.25,No,No,No,Month-to-month,No
1050,12,526.95,No,No,Yes,Month-to-month,Yes
590,72,8071.05,Yes,No,Yes,Two year,No
519,12,265.45,No internet service,No internet service,No internet service,Month-to-month,No
3380,1,95.1,No,No,No,Month-to-month,Yes
3676,30,2044.75,Yes,Yes,Yes,One year,No
5802,42,2077.95,No,Yes,No,Month-to-month,No
5179,3,191.35,No,No,Yes,Month-to-month,Yes
1607,13,1169.35,No,Yes,Yes,Month-to-month,Yes
3610,12,1164.3,No,No,No,Month-to-month,Yes
6717,57,5746.15,No,No,No,Month-to-month,Yes
1809,32,2642.05,No,No,No,Month-to-month,Yes
791,68,5023.0,Yes,Yes,No,One year,No
792,8,146.6,No internet service,No internet service,No internet service,Two year,No
6789,1,20.2,No internet service,No internet service,No internet service,Month-to-month,Yes
1855,46,936.85,No internet service,No internet service,No internet service,Two year,No
1980,10,1021.55,No,Yes,No,Month-to-month,No
3233,4,118.25,No,No,No,Month-to-month,No
3598,1,46.3,No,No,No,Month-to-month,No
933,4,360.1,No,No,No,Month-to-month,Yes
3963,68,1441.65,No internet service,No internet service,No internet service,Two year,No
5230,58,5563.65,No,No,Yes,Two year,No
6536,1,24.4,No,No,No,Month-to-month,No
4179,12,828.05,No,No,No,Month-to-month,No
4026,72,8058.55,Yes,Yes,Yes,Two year,No
6232,5,514.0,No,No,No,Month-to-month,Yes
4116,20,395.6,No internet service,No internet service,No internet service,One year,No
988,27,537.35,No internet service,No internet service,No internet service,Month-to-month,No
5427,31,2613.4,Yes,No,No,Month-to-month,No
3453,70,6982.5,No,No,No,One year,No
6429,67,4653.25,Yes,Yes,Yes,One year,No
3778,3,137.25,No,No,No,Month-to-month,No
5908,1,20.2,No internet service,No internet service,No internet service,Month-to-month,Yes
3093,28,1516.6,No,Yes,Yes,One year,No
3155,29,535.05,No internet service,No internet service,No internet service,One year,No
5069,4,338.1,No,No,No,Month-to-month,Yes
3201,50,4024.2,No,Yes,Yes,Two year,No
5681,34,2106.3,No,No,Yes,One year,No
1098,67,6038.55,Yes,Yes,Yes,One year,No
5848,72,7517.7,Yes,Yes,Yes,Two year,No
2844,4,347.65,Yes,No,No,Month-to-month,Yes
886,7,609.65,No,No,No,Month-to-month,No
6948,47,4730.6,Yes,No,Yes,One year,No
5457,11,581.7,Yes,No,No,Month-to-month,No
515,40,4131.95,No,No,Yes,Month-to-month,Yes
6496,40,4086.3,Yes,No,No,Month-to-month,Yes
4833,41,806.95,No internet service,No internet service,No internet service,One year,No
1453,31,2979.2,No,Yes,No,Month-to-month,No
3553,62,1429.65,No internet service,No internet service,No internet service,Two year,No
3609,61,6423.0,No,Yes,No,One year,No
4665,67,2434.45,Yes,Yes,No,Two year,No
2506,72,1778.7,No internet service,No internet service,No internet service,Two year,No
2994,62,2345.55,Yes,Yes,Yes,Two year,No
3999,2,131.65,No,No,No,Month-to-month,Yes
6671,59,6034.85,No,Yes,Yes,Two year,No
906,4,234.85,No,No,No,Month-to-month,No
28,72,6369.45,Yes,Yes,Yes,Two year,No
6228,70,4551.5,Yes,Yes,Yes,One year,No
2507,71,1816.2,No internet service,No internet service,No internet service,Two year,No
2428,38,3777.15,No,No,No,Month-to-month,Yes
5043,19,1660.0,Yes,No,No,Month-to-month,Yes
762,3,208.85,No,No,No,Month-to-month,Yes
3747,4,224.85,No,Yes,Yes,Month-to-month,No
4811,4,193.6,No,No,No,Month-to-month,Yes
284,18,1779.95,No,No,No,Month-to-month,Yes
686,51,1266.4,No internet service,No internet service,No internet service,One year,No
6506,13,1115.2,No,No,No,Month-to-month,Yes
2353,3,253.8,No,No,No,Month-to-month,No
5664,10,865.55,No,No,No,Month-to-month,Yes
6050,61,5943.65,Yes,No,Yes,Month-to-month,No
21,12,202.25,No internet service,No internet service,No internet service,One year,No
2752,31,1077.5,Yes,No,Yes,Month-to-month,Yes
885,1,20.05,No internet service,No internet service,No internet service,Month-to-month,No
917,72,4807.45,Yes,Yes,Yes,Two year,No
1040,14,1266.1,No,No,No,Month-to-month,Yes
5584,11,896.9,No,Yes,No,Month-to-month,Yes
1265,56,5264.3,Yes,No,No,One year,No
4579,31,2640.55,No,Yes,No,Month-to-month,No
6095,4,67.55,No internet service,No internet service,No internet service,Month-to-month,No
277,21,1339.8,Yes,Yes,No,Month-to-month,No
5084,22,452.35,No internet service,No internet service,No internet service,One year,No
2084,1,69.75,No,No,No,Month-to-month,Yes
1245,23,2117.25,No,No,No,Month-to-month,No
2382,29,1082.75,Yes,Yes,Yes,One year,No
571,47,2754.0,No,Yes,Yes,Two year,No
1435,65,7227.45,Yes,Yes,No,Month-to-month,No
3902,1,29.9,Yes,No,No,Month-to-month,No
5089,8,475.1,No,No,No,Month-to-month,No
1247,24,2033.05,No,Yes,No,One year,No
4681,9,790.15,No,No,No,Month-to-month,Yes
3526,5,237.25,No,No,No,Month-to-month,Yes
2514,25,2187.55,No,Yes,No,Month-to-month,Yes
1007,2,119.75,No,No,No,Month-to-month,Yes
4770,6,94.45,No internet service,No internet service,No internet service,One year,No
4543,41,798.2,No internet service,No internet service,No internet service,One year,No
5856,11,472.25,No,No,No,Month-to-month,No
6100,29,2952.85,No,No,No,Month-to-month,Yes
2064,30,608.5,No internet service,No internet service,No internet service,One year,No
5558,72,8543.25,Yes,Yes,Yes,Two year,No
1690,70,6669.05,Yes,Yes,No,Month-to-month,No
6079,25,1373.0,No,Yes,No,Month-to-month,No
1985,12,309.1,No,Yes,No,Month-to-month,Yes
294,12,220.35,No internet service,No internet service,No internet service,Month-to-month,No
1547,63,6873.75,No,Yes,No,One year,Yes
2012,47,4533.7,Yes,Yes,No,Month-to-month,Yes
588,72,7422.1,Yes,Yes,No,Two year,No
3329,18,908.75,No,No,Yes,Month-to-month,No
2403,71,6046.1,Yes,Yes,Yes,One year,No
2129,1,75.3,No,No,No,Month-to-month,Yes
3998,42,2301.15,Yes,Yes,No,Month-to-month,No
6163,19,1620.8,No,Yes,No,Month-to-month,No
3741,72,7732.65,Yes,Yes,Yes,Two year,No
3508,70,7939.25,Yes,Yes,Yes,Two year,No
2719,56,4084.35,Yes,No,Yes,Two year,No
4521,46,2062.15,Yes,Yes,No,Month-to-month,No
5150,2,43.15,No internet service,No internet service,No internet service,Month-to-month,No
6412,72,7679.65,Yes,Yes,Yes,Two year,No
6419,69,5785.65,Yes,Yes,No,Month-to-month,No
556,1,19.9,No internet service,No internet service,No internet service,Month-to-month,No
4795,53,1021.8,No internet service,No internet service,No internet service,One year,Yes
2469,29,599.3,No internet service,No internet service,No internet service,One year,No
3738,35,1701.65,No,No,No,Month-to-month,No
4286,9,801.3,Yes,No,No,Month-to-month,No
5797,19,1672.35,Yes,Yes,Yes,Month-to-month,No
5289,61,6993.65,Yes,Yes,Yes,One year,No
1716,8,438.05,No,No,No,Month-to-month,No
2604,29,2878.75,No,No,No,Month-to-month,No
5808,72,7719.5,No,Yes,Yes,Two year,No
1704,1,99.75,No,No,No,Month-to-month,Yes
2139,7,458.1,No,No,No,Month-to-month,No
3239,16,799.0,No,No,Yes,Month-to-month,No
2383,21,565.75,No,No,No,Month-to-month,No
4311,7,293.3,No,Yes,No,Month-to-month,Yes
1285,7,676.7,No,No,No,Month-to-month,Yes
6175,32,3023.85,Yes,Yes,No,One year,No
6289,67,7752.3,Yes,Yes,Yes,Two year,Yes
3930,67,7281.6,Yes,No,Yes,One year,No
5324,24,1242.25,No,No,Yes,One year,No
1591,17,385.55,No internet service,No internet service,No internet service,Month-to-month,No
6977,24,1218.25,No,Yes,No,Month-to-month,No
2162,28,2684.35,No,Yes,No,Month-to-month,No
2396,38,3591.25,Yes,Yes,No,One year,No
317,38,3058.65,Yes,Yes,Yes,One year,Yes
6317,1,79.15,No,Yes,No,Month-to-month,Yes
3111,72,7372.65,No,Yes,No,Two year,Yes
5233,8,842.9,No,Yes,No,Month-to-month,Yes
5624,62,5629.55,No,Yes,No,Month-to-month,No
6835,67,5798.3,No,Yes,No,One year,No
4036,18,401.95,No internet service,No internet service,No internet service,Month-to-month,No
795,2,143.65,No,Yes,Yes,Month-to-month,No
3020,33,1113.95,Yes,No,Yes,One year,No
1711,71,1725.4,No internet service,No internet service,No internet service,Two year,No
3387,7,155.9,No internet service,No internet service,No internet service,Month-to-month,No
36,5,316.9,No,No,No,Month-to-month,Yes
4549,17,1556.85,No,Yes,Yes,Month-to-month,No
913,12,267.0,No internet service,No internet service,No internet service,One year,No
5295,50,5431.9,Yes,Yes,No,Month-to-month,No
3972,45,2298.55,Yes,No,No,Month-to-month,No
4133,56,5581.05,No,Yes,No,Month-to-month,No
974,59,4542.35,No,Yes,Yes,Two year,No
983,1,86.6,No,No,No,Month-to-month,Yes
6620,1,80.8,No,No,No,Month-to-month,Yes
1418,67,6373.1,No,Yes,No,Month-to-month,No
1560,39,1790.6,Yes,No,Yes,One year,No
4135,36,3379.25,Yes,Yes,Yes,Two year,No
5613,72,5165.7,Yes,Yes,Yes,Two year,No
4265,66,6871.9,No,No,Yes,Month-to-month,Yes
1355,9,178.85,No internet service,No internet service,No internet service,Month-to-month,No
6589,68,1911.5,No internet service,No internet service,No internet service,Two year,No
6674,7,173.0,No internet service,No internet service,No internet service,Month-to-month,No
987,1,19.75,No internet service,No internet service,No internet service,Month-to-month,No
2682,4,206.6,No,No,No,Month-to-month,Yes
5047,39,2730.85,No,No,No,Month-to-month,No
1640,7,134.05,No internet service,No internet service,No internet service,One year,No
1290,72,5899.85,Yes,Yes,No,Two year,No
3681,46,4680.05,No,No,No,Month-to-month,Yes
1380,61,6145.2,No,Yes,Yes,One year,No
1933,20,415.9,No internet service,No internet service,No internet service,One year,No
4675,43,4211.55,No,No,Yes,One year,Yes
5924,62,1218.45,No internet service,No internet service,No internet service,Two year,No
3160,69,3121.4,Yes,Yes,Yes,Two year,No
2030,2,134.6,Yes,Yes,No,Month-to-month,No
892,32,2619.25,No,No,No,Month-to-month,No
4876,10,1081.45,Yes,Yes,No,Month-to-month,Yes
4069,68,6668.0,Yes,No,Yes,Two year,No
4255,13,989.45,No,No,No,One year,Yes
2,2,108.15,Yes,Yes,No,Month-to-month,Yes
2109,34,980.35,No internet service,No internet service,No internet service,Two year,No
849,72,6510.45,Yes,Yes,Yes,Two year,No
2737,64,6889.8,No,No,Yes,One year,No
2466,60,1205.05,No internet service,No internet service,No internet service,Two year,No
1914,3,174.2,No,No,Yes,Month-to-month,No
1596,2,120.25,No,No,No,Month-to-month,No
1913,65,6153.85,No,Yes,No,One year,No
5139,50,1261.45,No internet service,No internet service,No internet service,Two year,No
6872,63,5224.5,Yes,No,No,One year,No
2736,60,5294.6,No,Yes,No,Month-to-month,No
